일자	단어	뜻
140일차	in isolation 	고립된 채로
140일차	thoroughly 	"전혀, 완전히"
140일차	by definition 	"당연히, 정의상"
140일차	chemical 	화학 물질
140일차	dialogue	대화
140일차	multiply	늘리다
140일차	crown	왕관
140일차	paragraph	(문장의)절
140일차	rock-solid 	"확고부동한, 굳건한"
140일차	effect 	결과
140일차	immediate	직접의
140일차	supervision 	"지켜봄, 감독, 관리"
140일차	uniform	한결같은
140일차	criminal	죄의
140일차	intention 	의도
140일차	relative	친척
140일차	goal	결승점
140일차	institutional 	제도적인
140일차	enrollment rate 	등록률
140일차	beam	광선
140일차	habitat 	서식지
140일차	coin 	(새로운 말을) 만들어 내다
140일차	fee	요금
140일차	woman	부인
140일차	lab(= laboratory)	"실험, 실험실"
140일차	habitat 	서식지
140일차	statistics 	통계학
140일차	focus	초점
140일차	reason	이성
140일차	attendant 	"수반되는, 따르는"
140일차	peace	평화
140일차	defendant	피고 피고의
140일차	scene	장면
140일차	categorize 	분류하다
140일차	specify 	명시하다
140일차	exchange	교환하다
140일차	bear with 	~을 견디다
140일차	confirm 	확인하다
140일차	eliminate 	제거하다
140일차	extend 	확장하다
141일차	nowhere	아무데도 …없다
141일차	orbital 	궤도의
141일차	celebrate 	기념하다
141일차	emerge 	"등장하다, 나타나다"
141일차	able-bodied 	신체 건강한
141일차	illegal 	불법적인
141일차	voyage	여행
141일차	remove 	제거하다
141일차	celebrate 	"기념하다, 축하하다"
141일차	cynical 	"부정적인, 냉소적인"
141일차	status 	지위
141일차	mad	미친
141일차	upsetting 	속상하게 하는
141일차	moral 	도덕적인
141일차	comprise 	"차지하다, 구성하다"
141일차	leisure	틈
141일차	companion 	"동료, 동반자"
141일차	shoulder	어깨
141일차	but	그러나 다만 (-을)제외하고
141일차	infer	추론하다
141일차	hunt	사냥하다
141일차	fluid	유동성의
141일차	recruit	신병
141일차	division of labor 	분업
141일차	sink 	가라앉다
141일차	glance 	힐끗 보다
141일차	orbit 	궤도를 돌다
141일차	aspirational 	동경의 대상인
141일차	periodic table 	(화학) 주기율표
141일차	sweep away 	~을 정신없이 빠져들게 만들다
141일차	reputation 	평판
141일차	position 	"견해, 입장"
141일차	mechanism	(기계)장치
141일차	generous 	"후한, 관대한"
141일차	especially	특히
141일차	foundation 	"기반, 기초"
141일차	frame 	"만들어 내다, 틀을 잡다"
141일차	reason 	(논리적으로) 생각하다
141일차	visit	"방문하다, …의 손님으로 묵다"
141일차	assume 	가정하다
141일차	range 	"음역, 범위"
141일차	rail	가로장
141일차	confront 	"맞서다, 대면[직면]하다"
141일차	cape	곶
141일차	magic 	마법으로 만들다[나타나게 하다]
141일차	absence 	부재
141일차	coal	석탄
141일차	grandfather	할아버지
141일차	dig into 	~을 열심히 먹기 시작하다
141일차	attack	공격하다
142일차	distribute 	분포시키다
142일차	suit	소송
142일차	concentrate 	집중시키다
142일차	crash 	붕괴
142일차	fill	가득 채우다
142일차	alone	다만 홀로(혼자서)
142일차	rational 	"합리적인, 이성적인"
142일차	abuse 	"유린, 학대"
142일차	inhabitant 	"거주자, 주민"
142일차	lead	이끌다
142일차	add up 	늘어나다
142일차	view	"봄, 관찰, 개관, 실지 검증  보는 힘, 시계, 시야"
142일차	estimated 	"예상의, 추정의, 추측의"
142일차	desert	버리다
142일차	make a living 	생계를 유지하다
142일차	dedicate	봉납하다
142일차	descend 	"내려앉다, 다가오다"
142일차	integrate 	통합하다
142일차	means 	"수단, 방법"
142일차	tube	관
142일차	profession 	직업
142일차	grape	포도
142일차	boss	두목
142일차	assume 	"가정하다, 추정하다"
142일차	bake	굽다
142일차	wander 	"돌아다니다, 거닐다"
142일차	observation 	관찰
142일차	residential 	"주거의, 거주에 관한"
142일차	stairs	계단
142일차	reliance 	의존
142일차	distinction 	특별 대우
142일차	be referred to as 	~으로 불리다
142일차	rear flipper 	뒷지느러미발
142일차	derive from 	~에서 유래하다
142일차	adolescence 	사춘기
142일차	galaxy 	은하(계)
142일차	in need 	"어려운, 궁핍한"
142일차	come up with 	~을 생각해 내다
142일차	share 	점유율
142일차	specific 	특정한
142일차	regret to do 	~하게 되어 유감이다
142일차	assign 	"부여하다, 할당하다"
142일차	ban 	금지하다
142일차	the Royal Society 	영국 왕립 학회
142일차	realize	깨닫다
142일차	process	"진행, 작용"
142일차	none	아무도(조금도)-않다 조금도(결코)-않다
142일차	passion 	열정
142일차	rest 	(문제가 처리되지 않고) 그대로 있다
142일차	capitalist 	자본주의의; 자본가
143일차	principal 	교장
143일차	inside	안쪽
143일차	lodging 	숙박
143일차	be grateful for 	~을 고맙게 여기다
143일차	clip	가위로 자르다
143일차	cattle 	(집합적으로) 소
143일차	generate 	생성하다
143일차	invade	침입하다
143일차	obviously 	분명히
143일차	lay	눕히다
143일차	kit	연장통
143일차	inform 	알리다
143일차	despair	절망하다
143일차	exit	출구
143일차	advanced 	사전의
143일차	teach	가르치다
143일차	property 	부동산
143일차	fiber	섬유
143일차	opponent 	"(경기의) 상대, 적수"
143일차	uniquely 	"독특하게, 유일하게"
143일차	household 	가계
143일차	overpopulation 	개체 수[인구] 과잉
143일차	call	부르다
143일차	accept	받아들이다
143일차	imply 	의미하다
143일차	reject 	"불합격시키다, 거부하다"
143일차	fade 	서서히 사라지다
143일차	conserve	보존하다
143일차	dark	어두운
143일차	alter	바꾸다
143일차	puzzle over 	"~을 두고 골똘히 생각하다, ~을 숙고 하다"
143일차	patrol	순회
143일차	agriculture 	농업
143일차	objectively 	객관적으로
143일차	seek	찾다
143일차	rest 	(문제가 처리되지 않고) 그대로 있다
143일차	absurd 	"터무니없는, 황당한"
143일차	jog	살짝 밀다 덜커덕 움직이다 고르지 않음
143일차	exercise	운동
143일차	gain 	"이득, 이익"
143일차	waste 	"배설물, 쓰레기"
143일차	mouth	입
143일차	fry	기름으로 튀기다
143일차	want	결핍
143일차	racial	인종(상)의
143일차	arise 	"발생하다, 일어나다"
143일차	interact	서로 작용하다
143일차	mediator 	"매개물, 중개자"
143일차	original 	원래의
143일차	significant 	의미 있는
144일차	a dog’s breakfast 	"쓰레기 더미, 더러운 것"
144일차	shoe	구두
144일차	tire	피로하게 하다
144일차	disloyal 	불충한
144일차	methodology 	방법론
144일차	beneficial 	유익한
144일차	primate 	영장류
144일차	bird	새
144일차	bar 	(악곡의) 마디
144일차	tide	조수
144일차	common 	"일반적인, 흔한"
144일차	side	쪽
144일차	outdated 	"낡은, 구식인"
144일차	edge 	"가장자리, 모서리"
144일차	return	돌아가다
144일차	disappearance 	"소멸, 사라짐"
144일차	inspect	검사하다
144일차	apart	떨어져서
144일차	costume	"의상, 복장"
144일차	constant 	끊임없는
144일차	slam 	(문 따위를) 쾅 닫다
144일차	grief 	슬픔
144일차	controversy 	논쟁
144일차	continually 	"끊임없이, 거듭하여"
144일차	thrive 	번창하다
144일차	acknowledge 	인지하다
144일차	occupational 	직업의
144일차	vertical	"수평면에 직각인, 수직의"
144일차	bear 	(눈에 보이게) 띠다[지니다]
144일차	property 	재산
144일차	capacity 	"능력, 재능"
144일차	destination 	"목적지, 행선지"
144일차	mentality 	사고방식
144일차	layer 	"(시스템 등의 일부를 이루는) 단계, 층"
144일차	initiative 	"진취성, 주도권"
144일차	category	범주
144일차	wound 	상처
144일차	tail	꼬리
144일차	tomorrow	내일(은)
144일차	at length 	"오랫동안, 상세히"
144일차	burden 	"부담, 짐"
144일차	resound 	울려 퍼지다
144일차	obesity 	비만
144일차	set up 	"조성하다, 만들다"
144일차	mechanism 	기제
144일차	charm	매력
144일차	wave away 	손을 흔들어 ~을 쫓다
144일차	worry	근심하다
144일차	chance 	"가능성, 우연"
144일차	prejudice	"편견, 선입관"
145일차	blink	(눈을)깜빡거리다
145일차	crucial	결정적인
145일차	mature 	"성숙한, 발달한"
145일차	artificial	인공의
145일차	a great deal of 	"많은, 다량의"
145일차	trap 	함정에 빠뜨리다; 함정
145일차	cunning 	"교묘한, 교활한"
145일차	carry	나르다
145일차	emerge 	"나타나다, 출현하다"
145일차	triumph 	승리하다
145일차	via 	~을 통해
145일차	grade 	"점수를 주다, 등급을 매기다"
145일차	weak	약한
145일차	mass 	"대량의, 대중의"
145일차	float 	뜨다
145일차	lock	자물쇠
145일차	dream up 	~을 생각해 내다
145일차	cleaning agent 	세정제
145일차	fade 	"사라져 가다, 희미해지다"
145일차	self-sufficiency 	자급자족
145일차	missile	미사일
145일차	materialistic 	"유물론의, 물질주의의"
145일차	inconvenient 	불편한
145일차	precise	정확한
145일차	urban 	도시의
145일차	shifting 	"변경되는, 이동하는"
145일차	per capita income 	1인당 소득
145일차	fly	날다
145일차	on	위에
145일차	analysis 	분석
145일차	applicable 	적용될 수 있는
145일차	habitat 	서식지
145일차	right-of-way 	"공용 도로, 철도 용지"
145일차	untechnical 	비전문적인
145일차	intellectual 	지식인
145일차	namely 	즉
145일차	present 	"제시하다, 보여 주다"
145일차	fungicide 	"곰팡이 제거제, 살균제"
145일차	offender 	"가해자, 범죄자"
145일차	flow	흐르다
145일차	initiative 	"주창, 계획, 진취성"
145일차	figure out 	~을 알아내다
145일차	in high demand 	수요가 많은
145일차	demonstration 	"입증, 증명"
145일차	bad	나쁜
145일차	harvest	수확
145일차	encounter 	"맞닥뜨리다, 만나다"
145일차	translate into 	"~으로 이어지다, (결과가) ~이 되다"
145일차	mode 	방식
145일차	loving 	"애정 어린, 사랑스러운"
146일차	remote 	"아주 다른, 관계가 없는"
146일차	crystal	수정
146일차	exclusively 	배타적으로
146일차	grain 	낟알
146일차	practitioner 	실무자
146일차	activism 	(정치적) 행동주의
146일차	element 	"요소, 원소"
146일차	session 	"(특히, 집단적으로 하는 일정 기간의) 활동"
146일차	fortune	운
146일차	dial 	"전화를 걸다, 다이얼을 돌리다"
146일차	as opposed to 	"~이 아니라, ~과 대조적으로"
146일차	tell	말하다
146일차	reason 	이성
146일차	veterinarian	수의사
146일차	champion 	옹호자
146일차	put into practice 	~을 실행에 옮기다
146일차	privacy	"남의 눈을 피함, 은거, 은둔, 은퇴 생활 사생활"
146일차	manufacturing 	제조
146일차	frog	개구리
146일차	clue 	단서
146일차	story	층
146일차	mission 	우주 비행
146일차	discipline 	훈련시키다
146일차	intriguing 	흥미로운
146일차	toxic	독의
146일차	frame of mind 	(특정한 때의) 사고방식[기분]
146일차	object	사물
146일차	aggressive	침략적인
146일차	bias 	"편향, 편견"
146일차	bible	"성서, 성경"
146일차	accomplishment 	"업적, 공적"
146일차	unreliable 	믿을 수 없는
146일차	aesthetics 	미학
146일차	parallel 	유사하다
146일차	medium 	"표현 수단, 도구"
146일차	rotate 	"둥글게 움직이다, 회전시키다"
146일차	exhaust	다 써버리다
146일차	string	끈
146일차	access	접근
146일차	grasp 	이해하다
146일차	throat	목
146일차	wavelength 	"주파수, 파장"
146일차	charitable 	자선의
146일차	sequel 	"속편, 후속"
146일차	prescribe	"명령하다, 지령하다"
146일차	suspicious 	의심하는
146일차	tooth	이
146일차	consonant 	자음
146일차	in relation to 	"~과 비교하여, ~과 관련하여"
146일차	thread	실
